Country,Investment area,Year,Funder,Amount,Unit,Row type,Source note
Mozambique,Frontline healthcare workers,2026,Government,153426422.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 38,462 existing FTEs (2026 value of the printed Existing column) x $3,989.04/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Mozambique,Frontline healthcare workers,2027,Government,153426422.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 38,462 existing FTEs (2026 value of the printed Existing column) x $3,989.04/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Mozambique,Frontline healthcare workers,2028,Government,153426422.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 38,462 existing FTEs (2026 value of the printed Existing column) x $3,989.04/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Mozambique,Frontline healthcare workers,2029,Government,153426422.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 38,462 existing FTEs (2026 value of the printed Existing column) x $3,989.04/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Mozambique,Frontline healthcare workers,2030,Government,153426422.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 38,462 existing FTEs (2026 value of the printed Existing column) x $3,989.04/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline healthcare workers,2026,Government,29863470.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 6,577 existing FTEs (2026 value of the printed Existing column) x $4,540.59/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline healthcare workers,2027,Government,29863470.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 6,577 existing FTEs (2026 value of the printed Existing column) x $4,540.59/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline healthcare workers,2028,Government,29863470.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 6,577 existing FTEs (2026 value of the printed Existing column) x $4,540.59/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline healthcare workers,2029,Government,29863470.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 6,577 existing FTEs (2026 value of the printed Existing column) x $4,540.59/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline healthcare workers,2030,Government,29863470.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 6,577 existing FTEs (2026 value of the printed Existing column) x $4,540.59/FTE (own printed gov HCW rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline lab workers,2026,Government,1344898.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 538 existing FTEs (2026 value of the printed Existing column) x $2,499.81/FTE (own printed gov lab rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline lab workers,2027,Government,1344898.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 538 existing FTEs (2026 value of the printed Existing column) x $2,499.81/FTE (own printed gov lab rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline lab workers,2028,Government,1344898.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 538 existing FTEs (2026 value of the printed Existing column) x $2,499.81/FTE (own printed gov lab rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline lab workers,2029,Government,1344898.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 538 existing FTEs (2026 value of the printed Existing column) x $2,499.81/FTE (own printed gov lab rate); baseline effort, NOT MoU co-financing"
Liberia,Frontline lab workers,2030,Government,1344898.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 538 existing FTEs (2026 value of the printed Existing column) x $2,499.81/FTE (own printed gov lab rate); baseline effort, NOT MoU co-financing"
Burundi,Frontline healthcare workers,2026,Government,42255468.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 11,260 existing FTEs (Sec 2.4.3: 1,169 doctors + 10,091 nurses; CHWs 0 - volunteers) x $3,752.71/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $3,411, $3,613, $3,892, $3,919; median $3,752.71); confidence medium; baseline effort, NOT MoU co-financing"
Burundi,Frontline healthcare workers,2027,Government,42255468.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 11,260 existing FTEs (Sec 2.4.3: 1,169 doctors + 10,091 nurses; CHWs 0 - volunteers) x $3,752.71/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $3,411, $3,613, $3,892, $3,919; median $3,752.71); confidence medium; baseline effort, NOT MoU co-financing"
Burundi,Frontline healthcare workers,2028,Government,42255468.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 11,260 existing FTEs (Sec 2.4.3: 1,169 doctors + 10,091 nurses; CHWs 0 - volunteers) x $3,752.71/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $3,411, $3,613, $3,892, $3,919; median $3,752.71); confidence medium; baseline effort, NOT MoU co-financing"
Burundi,Frontline healthcare workers,2029,Government,42255468.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 11,260 existing FTEs (Sec 2.4.3: 1,169 doctors + 10,091 nurses; CHWs 0 - volunteers) x $3,752.71/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $3,411, $3,613, $3,892, $3,919; median $3,752.71); confidence medium; baseline effort, NOT MoU co-financing"
Burundi,Frontline healthcare workers,2030,Government,42255468.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 11,260 existing FTEs (Sec 2.4.3: 1,169 doctors + 10,091 nurses; CHWs 0 - volunteers) x $3,752.71/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $3,411, $3,613, $3,892, $3,919; median $3,752.71); confidence medium; baseline effort, NOT MoU co-financing"
Burundi,Frontline lab workers,2026,Government,2397696.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 1,344 existing lab technicians (Sec 2.2.3) x $1,784.00/FTE (own gov rate, exactly $1,784/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Burundi,Frontline lab workers,2027,Government,2397696.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 1,344 existing lab technicians (Sec 2.2.3) x $1,784.00/FTE (own gov rate, exactly $1,784/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Burundi,Frontline lab workers,2028,Government,2397696.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 1,344 existing lab technicians (Sec 2.2.3) x $1,784.00/FTE (own gov rate, exactly $1,784/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Burundi,Frontline lab workers,2029,Government,2397696.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 1,344 existing lab technicians (Sec 2.2.3) x $1,784.00/FTE (own gov rate, exactly $1,784/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Burundi,Frontline lab workers,2030,Government,2397696.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 1,344 existing lab technicians (Sec 2.2.3) x $1,784.00/FTE (own gov rate, exactly $1,784/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Malawi,Frontline healthcare workers,2026,Government,55243497.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 19,127 existing FTEs (Sec 2.4.3 Existing column, 2026) x $2,888.25/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,746, $2,871, $2,905, $2,923; median $2,888.25); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline healthcare workers,2027,Government,55243497.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 19,127 existing FTEs (Sec 2.4.3 Existing column, 2026) x $2,888.25/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,746, $2,871, $2,905, $2,923; median $2,888.25); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline healthcare workers,2028,Government,55243497.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 19,127 existing FTEs (Sec 2.4.3 Existing column, 2026) x $2,888.25/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,746, $2,871, $2,905, $2,923; median $2,888.25); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline healthcare workers,2029,Government,55243497.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 19,127 existing FTEs (Sec 2.4.3 Existing column, 2026) x $2,888.25/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,746, $2,871, $2,905, $2,923; median $2,888.25); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline healthcare workers,2030,Government,55243497.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 19,127 existing FTEs (Sec 2.4.3 Existing column, 2026) x $2,888.25/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,746, $2,871, $2,905, $2,923; median $2,888.25); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline lab workers,2026,Government,2245298.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 639 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $3,513.77/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,842, $3,493, $3,535, $3,694; median $3,513.77); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline lab workers,2027,Government,2245298.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 639 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $3,513.77/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,842, $3,493, $3,535, $3,694; median $3,513.77); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline lab workers,2028,Government,2245298.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 639 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $3,513.77/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,842, $3,493, $3,535, $3,694; median $3,513.77); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline lab workers,2029,Government,2245298.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 639 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $3,513.77/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,842, $3,493, $3,535, $3,694; median $3,513.77); confidence medium; baseline effort, NOT MoU co-financing"
Malawi,Frontline lab workers,2030,Government,2245298.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 639 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $3,513.77/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $2,842, $3,493, $3,535, $3,694; median $3,513.77); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline healthcare workers,2026,Government,8804539.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 12,554 existing FTEs (Sec 2.4.3 Existing column, 2026) x $701.33/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $697, $700, $701, $765, $945; median $701.33); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline healthcare workers,2027,Government,8804539.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 12,554 existing FTEs (Sec 2.4.3 Existing column, 2026) x $701.33/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $697, $700, $701, $765, $945; median $701.33); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline healthcare workers,2028,Government,8804539.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 12,554 existing FTEs (Sec 2.4.3 Existing column, 2026) x $701.33/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $697, $700, $701, $765, $945; median $701.33); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline healthcare workers,2029,Government,8804539.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 12,554 existing FTEs (Sec 2.4.3 Existing column, 2026) x $701.33/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $697, $700, $701, $765, $945; median $701.33); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline healthcare workers,2030,Government,8804539.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 12,554 existing FTEs (Sec 2.4.3 Existing column, 2026) x $701.33/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $697, $700, $701, $765, $945; median $701.33); confidence medium; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline lab workers,2026,Government,182400.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 76 existing lab FTEs (Sec 2.2.3, 2026 - App.3 shows these are the all-government epidemiologists) x $2,400.00/FTE (own gov rate, exactly $2,400/FTE in every priced year); confidence high; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline lab workers,2027,Government,182400.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 76 existing lab FTEs (Sec 2.2.3, 2026 - App.3 shows these are the all-government epidemiologists) x $2,400.00/FTE (own gov rate, exactly $2,400/FTE in every priced year); confidence high; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline lab workers,2028,Government,182400.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 76 existing lab FTEs (Sec 2.2.3, 2026 - App.3 shows these are the all-government epidemiologists) x $2,400.00/FTE (own gov rate, exactly $2,400/FTE in every priced year); confidence high; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline lab workers,2029,Government,182400.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 76 existing lab FTEs (Sec 2.2.3, 2026 - App.3 shows these are the all-government epidemiologists) x $2,400.00/FTE (own gov rate, exactly $2,400/FTE in every priced year); confidence high; baseline effort, NOT MoU co-financing"
Sierra Leone,Frontline lab workers,2030,Government,182400.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 76 existing lab FTEs (Sec 2.2.3, 2026 - App.3 shows these are the all-government epidemiologists) x $2,400.00/FTE (own gov rate, exactly $2,400/FTE in every priced year); confidence high; baseline effort, NOT MoU co-financing"
Madagascar,Frontline healthcare workers,2026,Government,2226074.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 5,769 existing FTEs (Sec 2.4.3 Existing column, 2026). Its 349 existing + 30/yr new epidemiologists (App.3) are NOT valued - no rate is derivable and the blended CHW-heavy rate would be cadre-inappropriate x $385.87/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $300, $377, $395, $406; median $385.87); confidence medium; baseline effort, NOT MoU co-financing"
Madagascar,Frontline healthcare workers,2027,Government,2226074.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 5,769 existing FTEs (Sec 2.4.3 Existing column, 2026). Its 349 existing + 30/yr new epidemiologists (App.3) are NOT valued - no rate is derivable and the blended CHW-heavy rate would be cadre-inappropriate x $385.87/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $300, $377, $395, $406; median $385.87); confidence medium; baseline effort, NOT MoU co-financing"
Madagascar,Frontline healthcare workers,2028,Government,2226074.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 5,769 existing FTEs (Sec 2.4.3 Existing column, 2026). Its 349 existing + 30/yr new epidemiologists (App.3) are NOT valued - no rate is derivable and the blended CHW-heavy rate would be cadre-inappropriate x $385.87/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $300, $377, $395, $406; median $385.87); confidence medium; baseline effort, NOT MoU co-financing"
Madagascar,Frontline healthcare workers,2029,Government,2226074.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 5,769 existing FTEs (Sec 2.4.3 Existing column, 2026). Its 349 existing + 30/yr new epidemiologists (App.3) are NOT valued - no rate is derivable and the blended CHW-heavy rate would be cadre-inappropriate x $385.87/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $300, $377, $395, $406; median $385.87); confidence medium; baseline effort, NOT MoU co-financing"
Madagascar,Frontline healthcare workers,2030,Government,2226074.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 5,769 existing FTEs (Sec 2.4.3 Existing column, 2026). Its 349 existing + 30/yr new epidemiologists (App.3) are NOT valued - no rate is derivable and the blended CHW-heavy rate would be cadre-inappropriate x $385.87/FTE (own gov median: printed gov worker $ / cumulative new FTEs = $300, $377, $395, $406; median $385.87); confidence medium; baseline effort, NOT MoU co-financing"
Madagascar,Frontline lab workers,2026,Government,717340.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 310 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $2,314.00/FTE (own gov rate, exactly $2,314/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Madagascar,Frontline lab workers,2027,Government,717340.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 310 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $2,314.00/FTE (own gov rate, exactly $2,314/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Madagascar,Frontline lab workers,2028,Government,717340.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 310 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $2,314.00/FTE (own gov rate, exactly $2,314/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Madagascar,Frontline lab workers,2029,Government,717340.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 310 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $2,314.00/FTE (own gov rate, exactly $2,314/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Madagascar,Frontline lab workers,2030,Government,717340.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 310 existing lab FTEs (Sec 2.2.3 Existing column, 2026) x $2,314.00/FTE (own gov rate, exactly $2,314/FTE in all four priced years); confidence high; baseline effort, NOT MoU co-financing"
Eswatini,Frontline healthcare workers,2026,Government,4817720.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 814 blended existing FTEs (754 HCW Sec 2.4.3 + 54 lab Sec 2.2.3 + 6 epi App.3); the GOKE $ line aggregates these cadres so one blended rate is applied x $5,918.57/FTE (own gov blended median: printed gov worker $ / cumulative new FTEs = $2,000, $5,110, $6,728, $9,498; median $5,918.57); confidence LOW - yearly implied rates span $2,000-$9,498; baseline effort, NOT MoU co-financing"
Eswatini,Frontline healthcare workers,2027,Government,4817720.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 814 blended existing FTEs (754 HCW Sec 2.4.3 + 54 lab Sec 2.2.3 + 6 epi App.3); the GOKE $ line aggregates these cadres so one blended rate is applied x $5,918.57/FTE (own gov blended median: printed gov worker $ / cumulative new FTEs = $2,000, $5,110, $6,728, $9,498; median $5,918.57); confidence LOW - yearly implied rates span $2,000-$9,498; baseline effort, NOT MoU co-financing"
Eswatini,Frontline healthcare workers,2028,Government,4817720.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 814 blended existing FTEs (754 HCW Sec 2.4.3 + 54 lab Sec 2.2.3 + 6 epi App.3); the GOKE $ line aggregates these cadres so one blended rate is applied x $5,918.57/FTE (own gov blended median: printed gov worker $ / cumulative new FTEs = $2,000, $5,110, $6,728, $9,498; median $5,918.57); confidence LOW - yearly implied rates span $2,000-$9,498; baseline effort, NOT MoU co-financing"
Eswatini,Frontline healthcare workers,2029,Government,4817720.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 814 blended existing FTEs (754 HCW Sec 2.4.3 + 54 lab Sec 2.2.3 + 6 epi App.3); the GOKE $ line aggregates these cadres so one blended rate is applied x $5,918.57/FTE (own gov blended median: printed gov worker $ / cumulative new FTEs = $2,000, $5,110, $6,728, $9,498; median $5,918.57); confidence LOW - yearly implied rates span $2,000-$9,498; baseline effort, NOT MoU co-financing"
Eswatini,Frontline healthcare workers,2030,Government,4817720.0,USD,Imputed baseline (pre-MoU - derived),"Pre-MoU baseline workforce: 814 blended existing FTEs (754 HCW Sec 2.4.3 + 54 lab Sec 2.2.3 + 6 epi App.3); the GOKE $ line aggregates these cadres so one blended rate is applied x $5,918.57/FTE (own gov blended median: printed gov worker $ / cumulative new FTEs = $2,000, $5,110, $6,728, $9,498; median $5,918.57); confidence LOW - yearly implied rates span $2,000-$9,498; baseline effort, NOT MoU co-financing"
